,TARGET,DAYS_BIRTH,DAYS_EMPLOYED,REGION_RATING_CLIENT_W_CITY,REGION_RATING_CLIENT,NAME_INCOME_TYPE_Working,DAYS_LAST_PHONE_CHANGE,CODE_GENDER_M,DAYS_ID_PUBLISH,REG_CITY_NOT_WORK_CITY,NAME_EDUCATION_TYPE_Secondary / secondary special,FLAG_EMP_PHONE,REG_CITY_NOT_LIVE_CITY,FLAG_DOCUMENT_3,OCCUPATION_TYPE_Laborers,DAYS_REGISTRATION,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,NAME_EDUCATION_TYPE_Higher education,CODE_GENDER_F,NAME_INCOME_TYPE_Pensioner,ORGANIZATION_TYPE_XNA,FLOORSMAX_AVG,FLOORSMAX_MEDI,FLOORSMAX_MODE,EMERGENCYSTATE_MODE_No,HOUSETYPE_MODE_block of flats,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,ELEVATORS_AVG,ELEVATORS_MEDI
67,0,-15359,-114.0,2,2,1,-662.0,1,-2922,1,1,1,0,0,1,-5076.0,0.4135967602644276,0.5619229565929612,0.202477374074608,0,0,0,0,,,,0,0,270000.0,0.00733,,
68,0,-11956,-3154.0,2,2,0,-1711.0,0,-4143,0,1,1,0,0,0,-8118.0,0.8327850252992314,0.1238882922844139,0.4115064104251909,0,1,0,0,0.3333,0.3333,0.3333,1,1,450000.0,0.010966,0.24,0.24
69,0,-10848,-121.0,2,2,0,-2519.0,1,-3494,0,1,1,0,0,1,-4809.0,,0.6454384930609306,,0,0,0,0,0.1667,0.1667,0.1667,1,1,450000.0,0.0145199999999999,0.0,0.0
70,0,-12009,-2844.0,2,2,0,-1003.0,1,-3656,0,0,1,0,1,1,-1377.0,0.3944954053123993,0.6865047975453018,0.3577065472620613,1,0,0,0,0.1667,0.1667,0.1667,1,1,450000.0,0.01885,0.0,0.0
71,0,-15406,-892.0,2,2,1,-2053.0,1,-4176,0,1,1,0,1,1,-341.0,0.5971924268337128,0.7071263161734994,0.2707661633733818,0,0,0,0,0.3333,0.3333,0.3333,1,1,463500.0,0.0096569999999999,0.04,0.04
72,0,-14860,-1156.0,2,2,1,-1475.0,1,-1072,0,1,1,0,1,1,-23.0,0.6940926425266661,0.5705270507243844,,0,0,0,0,0.0417,0.0417,0.0417,1,1,459000.0,0.02461,0.0,0.0
73,0,-11187,-2224.0,2,2,1,-1175.0,1,-3723,0,1,1,0,1,0,-3253.0,0.3589512285783967,0.3687189849837431,,0,0,0,0,,,,0,0,675000.0,0.016612,,
74,0,-14264,-2492.0,2,2,0,-1597.0,0,-4517,0,0,1,0,1,1,-4327.0,0.1986200451074864,0.5698732368655826,,1,1,0,0,,,,0,0,675000.0,0.019101,,
75,0,-17542,-2011.0,3,3,1,-1230.0,0,-988,0,1,1,0,1,0,-1529.0,0.191821602413606,0.5720641471414096,,0,1,0,0,,,,0,0,1125000.0,0.003069,,
76,0,-19467,-4066.0,2,2,0,-1537.0,0,-2975,0,0,1,0,0,0,-4623.0,0.4083588531230431,0.5851740300889305,,1,1,0,0,,,,0,0,135000.0,0.0228,,
77,0,-9666,-2811.0,2,2,1,-92.0,1,-2342,0,1,1,0,1,1,-4437.0,0.5352762504724826,0.5500579930157645,,0,0,0,0,0.1667,0.1667,0.1667,1,1,256500.0,0.025164,0.0,0.0
78,0,-18253,-721.0,2,2,1,0.0,0,-1779,0,1,1,0,1,0,-1701.0,,0.4885999153777029,0.5927009939219194,0,1,0,0,,,,0,0,585000.0,0.028663,,
79,0,-22935,,2,2,0,-260.0,0,-3442,0,0,0,0,1,0,-12623.0,0.4525335592581747,0.5827354769124312,,1,1,1,1,0.2083,0.2083,0.2083,1,1,90000.0,0.030755,0.0,0.0
80,0,-18693,-1434.0,3,3,1,-1040.0,0,-2241,0,1,1,0,0,0,-10255.0,,0.3045061145430549,0.5866975916234531,0,1,0,0,,,,0,0,135000.0,0.020246,,
81,1,-24794,,2,2,0,0.0,0,-4199,0,1,0,0,0,0,-5391.0,0.7209441499436497,0.0239523667712844,,0,1,1,1,,,,0,0,252000.0,0.028663,,
82,0,-17527,-2442.0,2,2,1,-371.0,1,-983,1,1,1,0,1,0,-3500.0,0.6446794549585961,0.3573422337147276,,0,0,0,0,,,,0,0,679500.0,0.035792,,
83,0,-17390,-924.0,2,2,1,-617.0,1,-907,0,1,1,0,0,0,-7211.0,,0.5970811533321667,,0,0,0,0,,,,0,0,270000.0,0.01885,,
84,0,-23032,,2,2,0,0.0,0,-793,0,1,0,0,1,0,-9506.0,0.3425288720742255,0.6605789818593445,,0,1,1,1,0.125,0.125,0.125,1,1,679500.0,0.009175,0.0,0.0
85,0,-15909,-1094.0,2,2,1,-1876.0,1,-4180,1,0,1,0,1,0,-3134.0,0.8245949709919925,0.495765140717496,0.4476751393608083,1,0,0,0,,,,0,0,643500.0,0.008019,,
86,0,-18138,-969.0,1,1,0,-1585.0,0,-1681,0,0,1,0,0,0,-7421.0,,0.7162122102538987,,1,1,0,0,,,,0,0,283500.0,0.072508,,
87,0,-14321,-192.0,2,2,1,-2.0,0,-5942,0,1,1,0,1,1,-6913.0,0.4776491548517548,0.6611083077510267,0.4147940693543055,0,1,0,0,0.0,0.0,0.0,1,1,270000.0,0.02461,,
88,0,-21112,-1694.0,2,2,1,0.0,0,-4013,0,1,1,0,1,0,-6057.0,0.511891801533151,0.7180575365896832,,0,1,0,0,,,,0,0,450000.0,0.009175,,
89,0,-18556,-862.0,2,2,1,-2591.0,0,-2045,0,1,1,0,1,0,-6769.0,,0.6446273721560554,0.7631370618175837,0,1,0,0,,,,0,0,472500.0,0.022625,,
90,0,-19810,-8862.0,2,2,1,-1733.0,0,-3043,0,1,1,0,1,0,-4493.0,0.4118485559242397,0.2547599571469118,0.765153942091246,0,1,0,0,,,,0,0,225000.0,0.031329,,
91,0,-12780,-1415.0,2,2,1,-546.0,0,-870,1,1,1,0,1,0,-5146.0,0.6413682574954046,0.7566679797246073,,0,1,0,0,,,,0,0,450000.0,0.006629,,
92,0,-10744,-741.0,2,2,0,0.0,1,-2381,1,1,1,0,1,1,-442.0,0.3280631605201915,0.6405493008893001,,0,0,0,0,,,,0,0,337500.0,0.035792,,
93,0,-10485,-1249.0,2,2,0,-1234.0,0,-3110,0,1,1,0,1,0,-4628.0,0.228883416700673,0.608604105963283,0.5633231337420023,0,1,0,0,0.3333,0.3333,0.3333,1,1,720000.0,0.0228,0.32,0.32
94,1,-10199,-2015.0,2,2,0,-591.0,1,-1038,1,0,1,0,1,0,-4802.0,0.0774985464900651,0.4323402118056743,,0,0,0,0,,,,0,0,900000.0,0.030755,,
95,0,-15137,-7980.0,2,2,1,-1981.0,1,-4576,0,1,1,0,1,0,-9176.0,0.7898803468924867,0.5930185238421518,0.4757617930038634,0,0,0,0,,,,0,0,135000.0,0.028663,,
96,0,-10734,-693.0,2,2,0,-227.0,0,-1362,1,0,1,1,1,1,-7913.0,0.2650494299443805,0.1549370735653434,0.3957242668511344,1,1,0,0,,,,0,0,225000.0,0.030755,,
97,0,-15371,-367.0,2,2,1,-40.0,0,-4211,1,1,1,0,1,0,-3071.0,,0.3343001962973505,,0,1,0,0,0.0417,0.0417,0.0417,1,1,315000.0,0.028663,0.0,0.0
98,0,-14751,-6737.0,1,2,1,-1083.0,0,-4788,1,0,1,0,1,0,-3390.0,0.0710551246687366,0.7002735745029195,0.6712718925800566,1,1,0,0,0.375,0.375,0.375,1,1,900000.0,0.010006,0.12,0.12
99,0,-22471,,2,2,0,0.0,0,-4323,0,1,0,0,0,0,-217.0,,0.6263029188866104,,0,1,1,1,0.375,0.375,0.375,1,1,675000.0,0.026392,0.14,0.14
100,0,-11142,-2419.0,2,2,1,-149.0,0,-467,0,1,1,0,0,0,-4987.0,0.0774985464900651,0.5002642944981995,,0,1,0,0,,,,0,0,180000.0,0.015221,,
101,0,-9650,-2953.0,2,2,1,-17.0,0,-367,1,0,1,0,1,0,-4329.0,0.1214082861631216,0.1699529509371729,0.2543516601822173,1,1,0,0,,,,0,0,675000.0,0.0196889999999999,,
102,0,-16798,-669.0,3,3,1,-319.0,1,-347,0,1,1,0,1,0,-9388.0,0.5814837058057234,0.5861504130199274,,0,0,0,0,0.1667,0.1667,0.1667,1,0,679500.0,0.018209,,
103,0,-10954,-2469.0,2,2,0,-663.0,0,-596,0,0,1,0,1,0,-550.0,0.4066174366275036,0.0472914244045298,0.4055643396822132,1,1,0,0,0.5833,0.5833,0.5833,1,1,675000.0,0.0228,0.4264,0.4
104,0,-23719,-8466.0,3,3,1,-1689.0,0,-4036,0,1,1,0,1,0,-3917.0,0.6738300778602003,0.3993660764222056,,0,1,0,0,0.1667,0.1667,0.1667,1,1,675000.0,0.020246,0.0,0.0
105,0,-24051,,1,1,0,-1080.0,1,-4053,0,1,0,0,0,0,-7040.0,0.5549467685334323,0.7103178570703124,,0,0,1,1,0.3333,0.3333,0.3333,1,1,396000.0,0.072508,0.32,0.32
106,0,-21613,,2,2,0,-1165.0,0,-2434,0,1,0,0,0,0,-2376.0,0.5549467685334323,0.5713305828391398,,0,1,1,1,,,,0,0,238500.0,0.009549,,
107,0,-12900,-782.0,1,1,1,-1091.0,1,-3888,1,1,1,0,0,0,-2124.0,0.5744466170995097,0.7050933282515942,,0,0,0,0,0.0417,0.0417,0.0417,1,1,180000.0,0.04622,,
108,0,-21341,,2,2,0,-2279.0,1,-1403,0,1,0,0,0,0,-10150.0,,0.6870034445422084,,0,0,1,1,0.3333,0.3333,0.3333,1,1,45000.0,0.02461,0.08,0.08
109,0,-9415,-225.0,2,3,1,0.0,0,-2104,0,0,1,0,1,0,-4066.0,,0.6102072901939566,0.4795441447548665,1,1,0,0,,,,0,0,135000.0,0.018029,,
110,1,-10526,-267.0,2,2,0,-56.0,0,-3190,1,0,1,0,1,0,-387.0,0.1206410299309233,0.2820694905045227,,0,1,0,0,0.3333,0.3333,0.3333,1,1,585000.0,0.0072739999999999,0.04,0.04
111,0,-13830,-1169.0,1,1,0,-734.0,0,-4802,0,1,1,0,1,0,-7953.0,0.4525335592581747,0.7079724741176917,0.3394026084270504,0,1,0,0,0.4583,0.4583,0.4583,1,1,720000.0,0.072508,0.24,0.24
112,0,-23656,-968.0,1,1,0,-905.0,0,-4456,0,1,1,0,1,0,-14666.0,0.5971924268337128,0.7112888072636568,0.7748801671358985,0,1,0,0,0.3333,0.3333,0.3333,1,1,1089000.0,0.032561,0.36,0.36
113,0,-9207,-1043.0,3,3,1,-591.0,0,-1882,1,1,1,0,1,0,-4069.0,,0.3167548800416005,0.5486469663609839,0,1,0,0,,,,0,0,270000.0,0.002134,,
114,0,-10085,-465.0,2,2,0,0.0,0,-1666,0,1,1,0,1,0,-9649.0,0.6940926425266661,0.7492408359410063,0.3291857814541987,0,1,0,0,,,,1,0,180000.0,0.018634,,
115,0,-19829,-215.0,2,2,0,-1209.0,1,-3368,1,1,1,1,1,1,-4730.0,0.3201633668633456,0.7206401576263843,,0,0,0,0,,,,0,0,319500.0,0.00733,,
116,0,-15949,-239.0,1,1,0,-2397.0,1,-4321,0,1,1,0,1,1,-1146.0,,0.6820166294931829,,0,0,0,0,0.6667,0.6667,0.6667,1,1,1435500.0,0.04622,0.68,0.68
117,0,-20284,,3,3,0,0.0,0,-2556,0,1,0,0,0,0,-1990.0,,0.0867193865852445,0.8864868897220826,0,1,1,1,,,,0,0,720000.0,0.020246,,
118,0,-14339,,1,1,0,-242.0,1,-4620,0,0,0,0,1,0,-1104.0,0.5726825047161584,0.6075618184170141,0.6674963344753486,1,0,1,1,0.625,0.625,0.625,1,1,688500.0,0.04622,0.56,0.56
119,0,-13286,-2305.0,2,2,1,-1868.0,0,-4955,1,1,1,1,1,0,-6685.0,0.0963186927645401,0.6014083651352106,0.5677754906901958,0,1,0,0,0.1667,0.1667,0.1667,1,1,261000.0,0.010276,0.0,0.0
120,0,-9223,-802.0,2,2,0,-120.0,0,-505,1,0,1,1,0,0,-4067.0,,0.7158609528990171,0.3703423626276125,1,1,0,0,0.1667,0.1667,0.1667,1,1,675000.0,0.030755,0.0,0.0
121,0,-13379,-5387.0,2,2,0,-1759.0,1,-4540,1,0,1,0,1,0,-6869.0,0.3092753558842053,0.0648582778736916,,1,0,0,0,0.1667,0.1667,0.1667,1,1,468000.0,0.018801,0.0,0.0
122,0,-22881,-3420.0,2,2,0,-1499.0,1,-4802,0,0,1,0,0,0,-1481.0,0.6832688314232291,0.6781247611812603,0.6594043693464781,1,0,0,0,0.4583,0.4583,0.4583,1,1,270000.0,0.035792,0.24,0.24
123,0,-16759,-4560.0,2,2,1,-1282.0,0,-296,0,1,1,0,1,0,-3079.0,,0.6116366959675879,,0,1,0,0,0.1667,0.1667,0.1667,1,1,535500.0,0.028663,0.0,0.0
