,SK_ID_CURR,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,AMT_ANNUITY,AMT_CREDIT
122,100143.0,-22881.0,-3420.0,-1481.0,13500.0,270000.0
123,100144.0,-16759.0,-4560.0,-3079.0,30028.5,535500.0
124,100145.0,-16282.0,-4375.0,-762.0,16789.5,260725.5
125,100146.0,-22959.0,365243.0,-1730.0,12456.0,327024.0
126,100147.0,-16142.0,-2832.0,-3440.0,22099.5,518562.0
127,100148.0,-16340.0,-8647.0,-4182.0,36459.0,755190.0
128,100149.0,-9203.0,-481.0,-1642.0,26374.5,539590.5
129,100151.0,-16522.0,-1451.0,-4101.0,11772.0,182016.0
130,100152.0,-16083.0,-2764.0,-7358.0,9720.0,254412.0
131,100153.0,-18413.0,-1895.0,-10826.0,32526.0,1107981.0
132,100154.0,-12157.0,-2995.0,-4055.0,9000.0,180000.0
133,100155.0,-11944.0,-2899.0,-5812.0,21906.0,675000.0
134,100156.0,-14235.0,-5411.0,-2248.0,39127.5,945000.0
135,100157.0,-16086.0,-1549.0,-3174.0,61132.5,1755000.0
136,100158.0,-12348.0,-1821.0,-1909.0,27486.0,590337.0
137,100159.0,-14645.0,-4027.0,-7154.0,41800.5,1515415.5
138,100160.0,-16667.0,-200.0,-5239.0,36747.0,675000.0
139,100161.0,-16219.0,-2599.0,-9329.0,13972.5,370629.0
140,100162.0,-21061.0,365243.0,-5439.0,18216.0,547344.0
141,100163.0,-19718.0,-5717.0,-8940.0,19773.0,550489.5
142,100164.0,-16097.0,-2630.0,-110.0,43362.0,407434.5
143,100165.0,-21961.0,365243.0,-8887.0,35568.0,1293502.5
144,100166.0,-14359.0,-1894.0,-2908.0,15241.5,152820.0
145,100167.0,-15127.0,-1039.0,-4221.0,46170.0,427500.0
146,100173.0,-11633.0,-2596.0,-5430.0,26725.5,781920.0
147,100174.0,-14597.0,-1997.0,-8491.0,11250.0,225000.0
148,100175.0,-16296.0,-266.0,-164.0,45067.5,1251072.0
149,100176.0,-17682.0,-4319.0,-2630.0,31653.0,1078200.0
150,100177.0,-14311.0,-334.0,-8401.0,33309.0,312682.5
151,100178.0,-19286.0,-1485.0,-7887.0,28917.0,679500.0
152,100179.0,-11375.0,-2311.0,-180.0,53329.5,675000.0
153,100180.0,-15581.0,-4940.0,-9520.0,37800.0,1288350.0
154,100181.0,-17538.0,-7676.0,-774.0,12667.5,245619.0
155,100182.0,-13558.0,-4758.0,-6426.0,6750.0,135000.0
156,100183.0,-24729.0,365243.0,-4047.0,23494.5,239850.0
157,100185.0,-20215.0,365243.0,-3508.0,10903.5,187704.0
158,100186.0,-21861.0,365243.0,-830.0,13095.0,269550.0
159,100188.0,-15323.0,-5785.0,-5368.0,56290.5,1325475.0
160,100189.0,-16807.0,-1094.0,-8184.0,14440.5,263844.0
161,100190.0,-13972.0,-4472.0,-464.0,24781.5,263686.5
162,100191.0,-21819.0,-8355.0,-8440.0,17563.5,544491.0
163,100192.0,-7989.0,-150.0,-2570.0,21037.5,225000.0
164,100193.0,-17879.0,-940.0,-2294.0,15124.5,296280.0
165,100194.0,-12805.0,-5258.0,-3262.0,15750.0,315000.0
166,100195.0,-10887.0,-341.0,-5333.0,9373.5,336150.0
167,100196.0,-11568.0,-2331.0,-1082.0,32125.5,755190.0
168,100197.0,-12019.0,-1148.0,-682.0,28692.0,497520.0
169,100198.0,-13116.0,-1786.0,-7237.0,32616.0,531000.0
170,100199.0,-20858.0,-472.0,-8167.0,18891.0,269550.0
171,100200.0,-16891.0,-2730.0,-7519.0,27193.5,450000.0
172,100201.0,-12147.0,-2178.0,-6189.0,36747.0,675000.0
173,100202.0,-22994.0,365243.0,-9705.0,6597.0,127350.0
174,100203.0,-25104.0,365243.0,-4182.0,11097.0,119925.0
175,100204.0,-19525.0,365243.0,-5077.0,30699.0,532494.0
176,100205.0,-18302.0,-1373.0,-10539.0,26217.0,808650.0
177,100206.0,-12027.0,-1720.0,-3867.0,25294.5,318528.0
178,100207.0,-16518.0,-3592.0,-3627.0,22738.5,700830.0
179,100208.0,-12648.0,-2802.0,-2109.0,29016.0,888840.0
180,100209.0,-15326.0,-1038.0,-782.0,27000.0,540000.0
181,100210.0,-16475.0,-17.0,-1225.0,25627.5,771493.5
182,100211.0,-14033.0,-328.0,-544.0,49873.5,746280.0
183,100213.0,-13873.0,-1282.0,-632.0,19930.5,278460.0
184,100214.0,-10127.0,-111.0,-1724.0,28516.5,436032.0
185,100215.0,-21703.0,365243.0,-9849.0,8172.0,227520.0
186,100216.0,-19785.0,-9919.0,-9342.0,6705.0,67500.0
187,100217.0,-13620.0,-1403.0,-5451.0,25321.5,254700.0
188,100218.0,-13210.0,-225.0,-7318.0,49050.0,876078.0
189,100219.0,-11177.0,-1514.0,-64.0,83515.5,2250000.0
190,100220.0,-14823.0,-185.0,-1147.0,30568.5,1040985.0
191,100221.0,-23656.0,-11883.0,-7125.0,77494.5,684054.0
192,100224.0,-14091.0,-5664.0,-8127.0,36864.0,1256400.0
193,100225.0,-14144.0,-4516.0,-1516.0,28552.5,720000.0
194,100226.0,-13584.0,-680.0,-350.0,13500.0,270000.0
195,100227.0,-10010.0,-240.0,-4629.0,55719.0,1024740.0
196,100228.0,-13957.0,-410.0,-5038.0,32364.0,1102500.0
197,100229.0,-17947.0,-5025.0,-11812.0,16047.0,544491.0
198,100230.0,-19070.0,-837.0,-6789.0,20250.0,405000.0
199,100231.0,-17850.0,-2899.0,-2880.0,30276.0,912240.0
200,100233.0,-18341.0,-701.0,-9730.0,28926.0,679671.0
201,100234.0,-16614.0,-551.0,-6098.0,9000.0,180000.0
202,100235.0,-15887.0,-468.0,-4604.0,19926.0,364896.0
203,100236.0,-23187.0,-1896.0,-5213.0,20353.5,312768.0
204,100237.0,-13803.0,-281.0,-640.0,37800.0,1288350.0
205,100238.0,-12994.0,-1330.0,-2588.0,50148.0,781920.0
206,100239.0,-20191.0,-1699.0,-6040.0,51687.0,1483231.5
207,100240.0,-11978.0,-3947.0,-6005.0,28530.0,590337.0
208,100242.0,-20945.0,-7359.0,-7395.0,10827.0,101880.0
209,100243.0,-9720.0,-573.0,-689.0,13833.0,161730.0
210,100244.0,-17103.0,-5021.0,-221.0,35505.0,447768.0
211,100246.0,-12824.0,-154.0,-6764.0,26995.5,495216.0
212,100247.0,-19914.0,-3408.0,-7647.0,19381.5,402939.0
213,100248.0,-22389.0,365243.0,-12314.0,23643.0,808650.0
214,100249.0,-15293.0,-5317.0,-4699.0,4513.5,76410.0
215,100250.0,-11259.0,-164.0,-808.0,6529.5,90000.0
216,100251.0,-19530.0,-1940.0,-7092.0,14134.5,270000.0
217,100252.0,-17715.0,-1256.0,-5284.0,50391.0,490495.5
218,100254.0,-21646.0,-2127.0,-381.0,34911.0,1078200.0
219,100255.0,-15377.0,-4398.0,-34.0,52825.5,824544.0
220,100257.0,-23090.0,365243.0,-7062.0,16119.0,312768.0
221,100258.0,-16273.0,-1605.0,-939.0,9135.0,81000.0
222,100259.0,-20672.0,365243.0,-3315.0,21955.5,427500.0
223,100260.0,-10038.0,-1746.0,-4742.0,20488.5,180000.0
224,100261.0,-14974.0,-2389.0,-7478.0,22243.5,522000.0
225,100262.0,-13640.0,-3339.0,-3522.0,41548.5,1575000.0
226,100263.0,-23456.0,365243.0,-2267.0,32665.5,585000.0
227,100264.0,-23037.0,365243.0,-2017.0,48186.0,1215000.0
228,100265.0,-8302.0,-278.0,-1219.0,34960.5,723996.0
229,100266.0,-18810.0,-995.0,-9761.0,36864.0,1256400.0
230,100267.0,-13685.0,-3281.0,-7727.0,17937.0,675000.0
231,100268.0,-10571.0,-1028.0,-643.0,18040.5,225000.0
232,100269.0,-11180.0,-1313.0,-4774.0,23319.0,427450.5
233,100270.0,-21497.0,365243.0,-14502.0,16875.0,337500.0
234,100272.0,-9135.0,-460.0,-1219.0,9000.0,180000.0
235,100273.0,-23127.0,-9274.0,-817.0,66262.5,1710000.0
236,100274.0,-15612.0,-1106.0,-8060.0,38281.5,1305000.0
237,100275.0,-23650.0,365243.0,-11380.0,18670.5,646920.0
238,100276.0,-12246.0,-1787.0,-1002.0,39438.0,497520.0
239,100277.0,-21812.0,365243.0,-12539.0,16200.0,364896.0
240,100279.0,-23946.0,365243.0,-6935.0,16407.0,254700.0
241,100281.0,-17957.0,-4942.0,-7868.0,21906.0,675000.0
242,100282.0,-9157.0,-146.0,-2926.0,6750.0,135000.0
243,100283.0,-12585.0,-870.0,-6120.0,38268.0,747000.0
244,100284.0,-14445.0,-3218.0,-5173.0,29862.0,675000.0
245,100285.0,-10755.0,-1185.0,-765.0,9000.0,180000.0
246,100286.0,-17847.0,-448.0,-3595.0,17298.0,263686.5
247,100287.0,-24891.0,365243.0,-2120.0,22383.0,225000.0
248,100288.0,-9907.0,-648.0,-5628.0,21888.0,450000.0
249,100289.0,-14811.0,-7668.0,-1761.0,26878.5,526491.0
250,100290.0,-14726.0,-142.0,-3458.0,17707.5,224136.0
251,100291.0,-11881.0,-716.0,-2283.0,14355.0,292500.0
252,100292.0,-21185.0,365243.0,-1702.0,29862.0,675000.0
253,100293.0,-14247.0,-2993.0,-3842.0,65956.5,1271281.5
254,100294.0,-20984.0,-7148.0,-8781.0,35392.5,835380.0
255,100295.0,-11356.0,-602.0,-335.0,31032.0,1019205.0
256,100296.0,-17186.0,-1116.0,-4258.0,24241.5,223884.0
257,100297.0,-10427.0,-1274.0,-2609.0,17059.5,334152.0
258,100298.0,-16223.0,-3077.0,-3425.0,48676.5,473760.0
259,100299.0,-19045.0,-11916.0,-6644.0,27000.0,540000.0
260,100300.0,-12209.0,-1572.0,-6348.0,22468.5,426645.0
261,100301.0,-8292.0,-166.0,-3062.0,31131.0,571486.5
262,100302.0,-9105.0,-482.0,-5874.0,9256.5,187704.0
263,100303.0,-24006.0,365243.0,-2239.0,15709.5,254700.0
264,100304.0,-22794.0,-15632.0,-7959.0,33750.0,675000.0
265,100305.0,-9011.0,-100.0,-7897.0,15970.5,237024.0
266,100307.0,-16546.0,-1480.0,-2196.0,35824.5,451804.5
267,100308.0,-14534.0,-3397.0,-3776.0,21892.5,208512.0
268,100309.0,-16098.0,-3131.0,-7189.0,15268.5,263686.5
269,100310.0,-14659.0,-1228.0,-688.0,31315.5,1071000.0
270,100313.0,-22510.0,365243.0,-6983.0,35419.5,1206954.0
271,100314.0,-10788.0,-2573.0,-5248.0,25960.5,239850.0
272,100315.0,-10203.0,-59.0,-6422.0,21064.5,288873.0
273,100316.0,-15076.0,-4917.0,-1725.0,26500.5,622413.0
274,100317.0,-17013.0,-7426.0,-3274.0,30438.0,630000.0
275,100318.0,-9627.0,-189.0,-709.0,12109.5,381528.0
276,100319.0,-11631.0,-782.0,-7868.0,32868.0,781920.0
277,100320.0,-11996.0,-2907.0,-2562.0,49374.0,481855.5
278,100321.0,-13534.0,-1420.0,-1602.0,31500.0,521280.0
279,100322.0,-19297.0,-554.0,-7173.0,26874.0,254700.0
280,100323.0,-18213.0,-2363.0,-4627.0,55800.0,1575000.0
281,100324.0,-10471.0,-1753.0,-4922.0,18265.5,152820.0
282,100325.0,-20385.0,-2875.0,-4025.0,31261.5,640080.0
283,100326.0,-22078.0,365243.0,-6748.0,10849.5,284400.0
284,100327.0,-20317.0,-2334.0,-10946.0,32341.5,407727.0
285,100328.0,-15864.0,-8215.0,-2463.0,42124.5,1270746.0
286,100329.0,-19997.0,-645.0,-2391.0,17716.5,247275.0
287,100332.0,-23444.0,365243.0,-14604.0,20677.5,545040.0
288,100333.0,-10442.0,-864.0,-4750.0,30204.0,450000.0
289,100334.0,-18665.0,-837.0,-6710.0,10939.5,101880.0
290,100335.0,-23420.0,365243.0,-14293.0,19737.0,675000.0
291,100336.0,-13989.0,-1350.0,-8112.0,28692.0,497520.0
292,100337.0,-9324.0,-872.0,-599.0,26640.0,545040.0
293,100338.0,-21292.0,-1491.0,-11804.0,23274.0,630000.0
294,100339.0,-21535.0,-2828.0,-3182.0,24750.0,495000.0
295,100340.0,-13080.0,-3429.0,-4198.0,44082.0,787131.0
296,100341.0,-20348.0,-7115.0,-1799.0,20677.5,545040.0
297,100342.0,-8400.0,-338.0,-4664.0,10827.0,101880.0
298,100343.0,-10935.0,-422.0,-5251.0,4504.5,90000.0
299,100344.0,-11287.0,-3894.0,-3134.0,14647.5,225000.0
300,100345.0,-21154.0,-951.0,-5892.0,17095.5,450000.0
301,100346.0,-17674.0,-6788.0,-10598.0,25803.0,582804.0
302,100347.0,-21419.0,365243.0,-13511.0,23121.0,640080.0
303,100348.0,-10390.0,-370.0,-8697.0,47983.5,1223010.0
304,100349.0,-23338.0,365243.0,-11761.0,23449.5,364896.0
305,100350.0,-22759.0,365243.0,-124.0,31833.0,481495.5
306,100351.0,-22606.0,365243.0,-930.0,20596.5,675000.0
307,100353.0,-17941.0,-535.0,-13472.0,19282.5,536917.5
308,100354.0,-9259.0,-2382.0,-3948.0,6750.0,135000.0
309,100355.0,-9178.0,-633.0,-4829.0,42898.5,946503.0
310,100356.0,-21140.0,-385.0,-4410.0,14944.5,188685.0
311,100357.0,-9166.0,-1450.0,-9166.0,9000.0,180000.0
312,100359.0,-14923.0,-273.0,-3883.0,11164.5,226908.0
313,100360.0,-19676.0,-4483.0,-5545.0,10125.0,202500.0
314,100361.0,-17099.0,-499.0,-5508.0,62698.5,1800000.0
315,100362.0,-17438.0,-3668.0,-10185.0,26833.5,807984.0
316,100363.0,-14882.0,-436.0,-1140.0,48942.0,493497.0
317,100364.0,-17498.0,-1355.0,-8464.0,30078.0,1024290.0
318,100365.0,-20435.0,365243.0,-2565.0,19647.0,517788.0
319,100366.0,-11788.0,-3144.0,-5643.0,67500.0,1350000.0
320,100368.0,-11285.0,-3473.0,-1929.0,24246.0,675000.0
321,100369.0,-19323.0,-571.0,-67.0,22527.0,528633.0
322,100370.0,-23195.0,365243.0,-9513.0,16222.5,448056.0
323,100371.0,-14768.0,-426.0,-3241.0,31464.0,808650.0
324,100372.0,-21909.0,365243.0,-2319.0,29781.0,531000.0
325,100373.0,-15013.0,-3282.0,-2347.0,46269.0,906228.0
326,100374.0,-14975.0,-7540.0,-7657.0,42354.0,1308964.5
327,100375.0,-21552.0,-2672.0,-13057.0,30528.0,942300.0
328,100376.0,-18831.0,-1342.0,-8691.0,20250.0,254700.0
329,100377.0,-14252.0,-1281.0,-6024.0,25447.5,239850.0
330,100378.0,-15017.0,-639.0,-3996.0,26217.0,808650.0
331,100379.0,-19003.0,-5136.0,-5341.0,30528.0,942300.0
332,100380.0,-15023.0,-1481.0,-3.0,57519.0,900000.0
333,100381.0,-11223.0,-107.0,-5619.0,11533.5,302544.0
334,100383.0,-13754.0,-819.0,-256.0,20929.5,640080.0
335,100387.0,-13299.0,-1559.0,-395.0,43587.0,1095817.5
336,100388.0,-18929.0,-4145.0,-10610.0,20695.5,518562.0
337,100389.0,-14216.0,-365.0,-3183.0,68643.0,1971072.0
338,100390.0,-11799.0,-1228.0,-334.0,14778.0,555273.0
339,100391.0,-18315.0,-497.0,-2883.0,26217.0,808650.0
340,100392.0,-12325.0,-638.0,-560.0,9000.0,180000.0
341,100393.0,-14966.0,-6158.0,-954.0,59485.5,2250000.0
342,100394.0,-23721.0,365243.0,-3367.0,11034.0,178290.0
343,100395.0,-16719.0,-687.0,-8892.0,32053.5,888840.0
344,100396.0,-13707.0,365243.0,-7809.0,25330.5,417024.0
345,100397.0,-22767.0,-2998.0,-10042.0,37512.0,1417185.0
346,100398.0,-20010.0,-2784.0,-4662.0,8658.0,180000.0
347,100400.0,-23187.0,365243.0,-13629.0,28467.0,536917.5
348,100401.0,-20200.0,365243.0,-973.0,16663.5,343683.0
349,100402.0,-19780.0,365243.0,-11248.0,21825.0,276277.5
350,100403.0,-10615.0,-1496.0,-2119.0,39604.5,1350000.0
351,100405.0,-8598.0,-220.0,-1058.0,22018.5,450000.0
352,100406.0,-20846.0,365243.0,-774.0,34101.0,468648.0
353,100407.0,-11582.0,-3632.0,-5277.0,26743.5,521280.0
354,100408.0,-15781.0,-422.0,-3929.0,29173.5,454500.0
355,100409.0,-10547.0,-1897.0,-4480.0,23337.0,454500.0
356,100410.0,-14239.0,-4073.0,-8317.0,56277.0,1258650.0
357,100411.0,-19410.0,-5545.0,-1006.0,33412.5,1035832.5
358,100412.0,-11039.0,-1865.0,-1379.0,25294.5,318528.0
359,100413.0,-22768.0,365243.0,-4730.0,9351.0,90000.0
360,100414.0,-12360.0,-4048.0,-5972.0,27360.0,533304.0
361,100415.0,-13552.0,-2418.0,-755.0,38241.0,792162.0
362,100417.0,-16129.0,-879.0,-9171.0,36459.0,755190.0
363,100418.0,-13284.0,-1765.0,-562.0,31500.0,521280.0
364,100419.0,-20434.0,365243.0,-6328.0,13419.0,454500.0
365,100420.0,-14283.0,-2191.0,-8330.0,9198.0,91692.0
366,100421.0,-19082.0,-2299.0,-4345.0,32017.5,900000.0
367,100423.0,-16376.0,-1251.0,-673.0,42957.0,1327648.5
368,100424.0,-18302.0,-136.0,-4005.0,12433.5,117162.0
369,100425.0,-12982.0,-2850.0,-3476.0,20259.0,688500.0
370,100427.0,-13455.0,-4971.0,-5851.0,30442.5,450000.0
371,100428.0,-19998.0,-2082.0,-393.0,35946.0,1224990.0
372,100429.0,-15438.0,-936.0,-7215.0,26793.0,629325.0
373,100430.0,-8650.0,-296.0,-832.0,17136.0,157914.0
374,100431.0,-19642.0,-6684.0,-2495.0,47542.5,1724220.0
375,100432.0,-10347.0,-1276.0,-2127.0,25272.0,495000.0
376,100433.0,-16048.0,-3879.0,-10146.0,45454.5,472500.0
377,100434.0,-17860.0,-1565.0,-11928.0,30303.0,280170.0
378,100435.0,-16462.0,-4690.0,-3290.0,16294.5,450000.0
379,100436.0,-19345.0,-2418.0,-13244.0,20250.0,405000.0
380,100437.0,-21401.0,365243.0,-3940.0,30951.0,817560.0
381,100439.0,-8038.0,-609.0,-8038.0,22891.5,312840.0
382,100440.0,-23903.0,365243.0,-12295.0,7438.5,127350.0
383,100441.0,-20171.0,365243.0,-240.0,11416.5,269550.0
384,100442.0,-18715.0,-6991.0,-8455.0,32076.0,805536.0
385,100443.0,-23054.0,365243.0,-3975.0,23296.5,456273.0
386,100448.0,-11693.0,-3158.0,-2746.0,25290.0,598486.5
387,100449.0,-16832.0,-5544.0,-8718.0,27679.5,942300.0
388,100451.0,-19501.0,-10988.0,-8368.0,16978.5,446931.0
389,100452.0,-18767.0,-2046.0,-6555.0,36391.5,1009566.0
390,100453.0,-12191.0,-3298.0,-1371.0,27423.0,521280.0
391,100454.0,-13530.0,-3269.0,-987.0,67500.0,1350000.0
392,100455.0,-11523.0,-3443.0,-37.0,24273.0,830214.0
393,100456.0,-12360.0,-914.0,-2092.0,26640.0,545040.0
394,100457.0,-8922.0,-728.0,-8882.0,13500.0,270000.0
395,100458.0,-20646.0,365243.0,-12781.0,26217.0,808650.0
396,100459.0,-15832.0,-459.0,-8346.0,11250.0,225000.0
397,100460.0,-9842.0,-157.0,-2291.0,27000.0,540000.0
398,100461.0,-15868.0,-2134.0,-7595.0,16713.0,288873.0
399,100462.0,-16395.0,-8001.0,-457.0,7911.0,152820.0
